source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[phenotype]	characteristics[biological replicate]	characteristics[cell type]	characteristics[cell line]	Material Type	characteristics[enrichment process]	assay name	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[data file]	factor value[cell line]
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	cell	enrichment of phosphorylated Protein	run 61	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr1.raw	20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr1.raw	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	cell	enrichment of phosphorylated Protein	run 62	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr2.raw	20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr2.raw	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	cell	enrichment of phosphorylated Protein	run 63	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr3.raw	20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr3.raw	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	cell	enrichment of phosphorylated Protein	run 64	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	4	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr4.raw	20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr4.raw	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	cell	enrichment of phosphorylated Protein	run 65	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	5	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr5.raw	20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr5.raw	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	cell	enrichment of phosphorylated Protein	run 66	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr6.raw	20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr6.raw	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	cell	enrichment of phosphorylated Protein	run 67	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr1.raw	20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr1.raw	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	cell	enrichment of phosphorylated Protein	run 68	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	2	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr2.raw	20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr2.raw	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	cell	enrichment of phosphorylated Protein	run 69	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	2	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr3.raw	20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr3.raw	HeLa-S3
PXD000612-Sample-3	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	1	epithelial cell	HeLa-S3	cell	enrichment of phosphorylated Protein	run 70	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	4	2	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr4.raw	20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr4.raw	HeLa-S3
